SDOT_UNIT_,SPR_UNIT_I,SDCI_UNIT_,SPU_TREE_U,SPU_PLANT_,PEST_UNIT_,SOURCE_DEP,SCIENTIFIC,COMMON_NAM,DBH,OWNERSHIP,UNITDESC,GLOBALID,kc_am1,kc_af1,kc_pm1,lat,lon
TRE-1086842,,,,,TRE-1086842,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,4226 NE 88TH ST,d9ed9185-40c3-449e-b2ea-5cfa6231c2c3,60.156192779541016,86.979576110839844,83.982116699218750,-122.2813410000,47.6924028100
TRE-1086889,,,,,TRE-1086889,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,4010 NE 88TH ST,c279db7d-7a72-4698-be8d-779d9498c27b,59.813438415527344,85.671989440917969,83.444641113281250,-122.2846650000,47.6924193100
TRE-84304,,,,,TRE-84304,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,6360 BEACH DR SW,551feb74-0e52-4293-b87e-d89a4b1b8458,62.801239013671875,88.266166687011719,86.847053527832031,-122.3980950000,47.5450593000
TRE-88902,,,,,TRE-88902,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,5904 S ROXBURY ST,a79990e8-cdfd-4fd8-b40f-e43fe3d9f0c6,62.660305023193359,88.877662658691406,86.310249328613281,-122.2592950000,47.5169379600
TRE-19849,,,,,TRE-19849,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,11039 40TH AV NE,7d2f3baf-4df6-4c07-8af7-d991572931ae,60.069507598876953,87.642127990722656,84.647811889648438,-122.2854590000,47.7093838300
TRE-84319,,,,,TRE-84319,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,6601 HOLLY PL SW,32d30ef8-8090-49bb-82de-9eb9a2ea8921,62.281734466552734,87.960983276367188,84.495124816894531,-122.3902950000,47.5447880300
TRE-51121,,,,,TRE-51121,Seattle Department of Transportation,Thuja plicata `Hogan`,Hogan Western Red Cedar,"18",Seattle Department of Transportation,2330 1ST AV,1a52f418-201e-4097-8b69-d0178d0528db,64.410690307617188,87.034042358398438,87.215080261230469,-122.3475150000,47.6140799700
TRE-1152553,,,,,TRE-1152553,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,4221 E LEE ST,884e744f-270b-485e-b28a-16b927ced2fb,62.012058258056641,88.823280334472656,87.208198547363281,-122.2784450000,47.6308512500
TRE-1157542,,,,,TRE-1157542,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Private,956 18TH AVE E,a49bc0ea-e0b8-4135-94c4-a519e5031a0f,62.758209228515625,87.927078247070327,84.165626525878906,-122.3080170000,47.6286053100
TRE-1158997,,,,,TRE-1158997,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"24",Private,425 17TH AVE E,1932e652-4a11-4a48-b83f-b050f6b31c5c,62.721801757812493,88.899971008300781,85.328254699707017,-122.3101190000,47.6229033100
TRE-1159529,,,,,TRE-1159529,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,2033 10TH AVE E,f55ee5a0-a8de-47b2-822d-a38fad915987,63.445674896240234,89.087341308593750,84.440505981445312,-122.3203850000,47.6383657500
TRE-1160300,,,,,TRE-1160300,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,3120 HARVARD AVE E,a53992f5-9de6-48a5-aad2-ec7ebc1853d8,63.753097534179688,89.192977905273438,85.099502563476562,-122.3218960000,47.6499539800
TRE-1167296,,,,,TRE-1167296,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,1632 S WELLER ST,1f19f76d-12a3-4157-8cf2-01ec11839f24,63.132331848144531,90.442367553710938,87.840965270996094,-122.3107300000,47.5975485100
TRE-1168189,,,,,TRE-1168189,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,14069 HILL TOP LN NW,345649e3-8904-428c-acee-395927656c82,56.198181152343750,89.556503295898438,82.978691101074219,-122.3678250000,47.7319475500
TRE-1169230,,,,,TRE-1169230,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,950 NW ELFORD AVE,80d4ec3e-1a61-4f9a-a615-dfc7fdb67565,57.173210144042969,89.793670654296875,83.664901733398438,-122.3683170000,47.7295271900
TRE-1170364,,,,,TRE-1170364,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,12010 4TH AVE NW,7fc7a929-ccc7-4c62-9832-4fc7a8c229d5,60.496932983398438,88.153022766113281,84.087699890136719,-122.3621700000,47.7159512700
TRE-1132737,,,,,TRE-1132737,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,625 W EMERSON ST,f7b6fca4-0279-45e3-a535-11819ce6bd50,62.202678680419922,88.082687377929673,84.876510620117188,-122.3660910000,47.6510440300
TRE-1134974,,,,,TRE-1134974,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"50",Private,415 W FULTON ST,b5d03c51-7fd6-450f-ae89-7325f198a4dc,62.113716125488281,88.531745910644531,84.458999633789062,-122.3630030000,47.6457495300
TRE-1095210,,,,,TRE-1095210,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,909 N 35TH ST,90545a0e-baa2-4361-847e-9602e65a45cc,63.233390808105469,87.949661254882812,85.017578125000000,-122.3471590000,47.6496917500
TRE-1096323,,,,,TRE-1096323,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,4509 LATONA AVE NE,e4a73915-3269-4f40-9b55-73d191677187,63.103092193603509,88.759941101074219,85.838195800781250,-122.3251900000,47.6617243700
TRE-1173878,,,,,TRE-1173878,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,2145 N 133RD ST,b10e00df-93ba-46f8-9741-37dc7b64cbba,61.237407684326165,87.641494750976562,83.371025085449219,-122.3323320000,47.7249466700
TRE-1174698,,,,,TRE-1174698,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,752 S TRENTON ST,bb5852ff-5c00-4e50-b05b-e798adf63ab0,62.297664642333984,90.260971069335938,87.821441650390625,-122.3231920000,47.5245978100
TRE-1141827,,,,,TRE-1141827,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,4100 DELRIDGE WY SW MEDIAN,d26473bb-e3e7-4bc9-905c-959d3f06469e,62.417545318603509,89.495079040527344,85.656631469726562,-122.3633330000,47.5656054900
TRE-1141863,,,,,TRE-1141863,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,5000 DELRIDGE WY SW MEDIAN,0a34e874-4a2c-4c5a-b3ed-f361455d92c2,57.757820129394531,89.600379943847670,85.426986694335938,-122.3629530000,47.5556869100
TRE-1176676,,,,,TRE-1176676,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,6870 62ND AVE NE,e40830a3-7a0f-4e95-86be-55232915d08f,61.584060668945312,89.528656005859375,87.442192077636719,-122.2620190000,47.6777334800
TRE-1123497,,,,,TRE-1123497,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,6302 21ST AVE SW,e5057237-ad8e-4d14-8358-612119a7a0c4,60.252338409423835,88.569412231445312,84.931175231933594,-122.3591640000,47.5465067300
TRE-1124077,,,,,TRE-1124077,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,4860 PUGET BLVD SW,0cca52a9-1b1a-4ff0-b5da-638f21930c2d,58.928352355957031,88.031723022460938,84.809211730957017,-122.3614700000,47.5577591500
TRE-1177826,,,,,TRE-1177826,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,7555 31ST AVE NE,0144960e-429f-446d-be63-334538b4a20a,61.454498291015625,88.638664245605469,85.776054382324219,-122.2949100000,47.6847192500
TRE-1103316,,,,,TRE-1103316,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,2603 NW 92ND ST,484d85f0-a3ca-4d69-ad2b-74489b8bb8cb,62.079368591308594,88.538200378417969,84.504631042480469,-122.3901380000,47.6959993200
TRE-1104286,,,,,TRE-1104286,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,9506 15TH AVE NW,72da9a6c-7e55-4a18-87c2-f816aad1fcaf,62.300857543945312,89.174514770507812,87.126792907714844,-122.3767090000,47.6982222400
TRE-1105062,,,,,TRE-1105062,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,9041 4TH AVE NW,9a2d54a2-0f0b-4c59-9265-d03527b2b122,61.487155914306641,88.645439147949219,84.962608337402330,-122.3621070000,47.6955245800
TRE-1147170,,,,,TRE-1147170,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"56",Private,3403 34TH AVE S,cd30c332-b2a3-4db7-8030-3a3b2869d208,63.022293090820312,88.972396850585938,85.707954406738281,-122.2900600000,47.5724079600
TRE-1105885,,,,,TRE-1105885,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,12056 12TH AVE NE,c79e8b2f-dbb6-4897-9739-5075340d019e,62.248020172119141,87.817787170410156,84.969032287597670,-122.3150080000,47.7175797000
TRE-1183096,,,,,TRE-1183096,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,2019 N 145th St,e6e09d6f-8997-4c94-b88f-9dad91de7775,63.309360504150391,88.318229675292983,83.165466308593750,-122.3348690000,47.7340627300
TRE-1152026,,,,,TRE-1152026,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,39TH AVE E & E HARRISON ST,bcbcefa4-1a5c-4485-be6f-896fc1e086a5,,,,-122.2830050000,47.6225645100
TRE-1187340,,,,,TRE-1187340,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Seattle Parks and Recreation,1500 N NORTHGATE WAY,38c09c95-3eeb-48ee-aa93-742c90674ae4,61.988559722900391,88.469039916992188,85.132209777832031,-122.3372730000,47.7058161500
TRE-1189421,,,,,TRE-1189421,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,6970 PARSHALL PL SW,b4d51dcd-3a01-4840-8e04-c7bb0529c353,62.357677459716797,89.189811706542983,86.816345214843750,-122.3864720000,47.5411456100
TRE-1074051,,,,,TRE-1074051,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,2637 BOYLSTON AVE E,c5a61892-58f8-4925-973d-4a452c2dd521,63.803436279296875,92.215988159179673,86.312934875488281,-122.3234620000,47.6443117300
TRE-1144296,,,,,TRE-1144296,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,2330  S ANGELINE ST,0a7db0ef-e84a-4d15-b148-795c733d0992,62.460990905761719,88.684356689453125,86.695060729980469,-122.3025610000,47.5605619100
TRE-1152587,,,,,TRE-1152587,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,1234 MCGILVRA BLVD E,e28e3ef5-3674-4534-9c5c-f349774230f7,62.900547027587891,88.784278869628906,86.670631408691406,-122.2810110000,47.6308567200
TRE-1157207,,,,,TRE-1157207,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,1208 23RD AVE E,7705984e-1523-4b40-9097-96eddfd065d2,62.535625457763672,88.798492431640625,83.984771728515625,-122.3022410000,47.6306014200
TRE-1168224,,,,,TRE-1168224,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,13739 NORTHWOOD RD NW,81377239-df0d-47a3-87dc-a4a952c6c9a7,56.949996948242188,89.609191894531250,83.905456542968750,-122.3649700000,47.7301293400
TRE-1169275,,,,,TRE-1169275,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,890 NW ELFORD DR,0a944946-1cd6-4207-9fca-2fb8c90f0366,57.521575927734375,89.604858398437500,83.867500305175781,-122.3679380000,47.7284629400
TRE-1174379,,,,,TRE-1174379,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,6400 NE 60TH ST,66c3a138-c617-48a3-8184-073d88fc58b5,62.725532531738281,89.445251464843750,86.357818603515625,-122.2594580000,47.6721573200
TRE-1184977,,,,,TRE-1184977,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,600 Evanston Ave N,e71a3218-eb7d-48f6-9a76-d570e1ac603f,62.277732849121094,89.486106872558594,84.692878723144531,-122.3511710000,47.7016033600
TRE-1189446,,,,,TRE-1189446,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Private,7317 CALIFORNIA AVE SW,649a5456-a937-468f-8b84-cb06f7c7b9b0,62.319385528564453,88.339958190917969,85.552474975585938,-122.3874230000,47.5380097000
TRE-1185268,,,,,TRE-1185268,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"5",Private,9609 Fremont Ave N,3715aafc-92de-4a93-9200-cd7f0d2318e7,62.206092834472656,88.864578247070327,84.054000854492188,-122.3501390000,47.6989830700
TRE-12266,,,,,TRE-12266,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,6058 36TH AV NE,baf2a9d6-45cf-407b-984e-e1a0af4feeaa,61.723220825195312,89.283302307128906,85.434394836425781,-122.2887960000,47.6739369200
TRE-56879,,,,,TRE-56879,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"46",Private,2606 E SPRING ST,6340ce40-653e-4047-b223-7f8cbb36faef,61.684585571289062,87.394851684570327,83.980133056640625,-122.2983950000,47.6116202100
TRE-1043986,,,,,TRE-1043986,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Seattle Parks and Recreation,800 W FULTON ST,71d0aa42-bf88-4249-8c01-84bf2a8b15b6,61.808055877685547,89.036933898925781,85.337272644042983,-122.3676370000,47.6456894900
TRE-1040967,,,,,TRE-1040967,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Seattle Center,500 BROAD ST,d6cb04f5-ac50-4039-a9d9-35b0837790e2,63.483482360839837,90.567573547363281,87.421340942382812,-122.3488140000,47.6203116700
TRE-1060987,,,,,TRE-1060987,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,7768 14TH AVE SW - median,a1f35505-519d-4eab-8bf0-bd3229654655,62.813648223876953,89.844062805175781,85.599792480468750,-122.3528220000,47.5321035000
TRE-1085751,,,,,TRE-1085751,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"39",Private,14055 19TH AVE NE,783bcaa0-c634-4401-a232-51de9d59a9a6,59.623867034912109,87.274070739746094,84.436958312988281,-122.3088090000,47.7320459300
TRE-1096265,,,,,TRE-1096265,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,4338 LATONA AVE NE,aa6b3a76-b51c-4b43-a9c8-7708470f3e21,63.283550262451165,89.094963073730469,86.235633850097670,-122.3246220000,47.6601687000
TRE-1111300,,,,,TRE-1111300,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,4715 48TH AVE S,24888a14-cd8e-4700-9ee8-9736293c98fd,61.950637817382812,88.907135009765625,85.894607543945312,-122.2733490000,47.5600426900
TRE-1113408,,,,,TRE-1113408,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,2021 NE 96TH ST,7c55e454-6ce7-4037-b8e0-b52cca0bdb87,61.050098419189453,89.383583068847670,84.636817932128906,-122.3058020000,47.6984451300
TRE-72164,,,,,TRE-72164,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,1743 41ST AV SW,5213f5b3-2814-437b-a58d-a4b3f0ff89b9,62.141445159912109,88.519981384277344,84.533294677734375,-122.3836780000,47.5868373200
TRE-500988,,,,,TRE-500988,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Seattle Department of Transportation,6512 16TH AVE,6c5ff492-39f1-4bfc-9ddc-b692249ff0ed,61.784763336181641,87.582946777343750,84.188888549804688,-122.3548790000,47.5442754300
TRE-57950,,,,,TRE-57950,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,313 32ND AVE,36120ee2-0edc-4884-9cf0-10abac7a3547,62.007907867431641,87.669868469238281,84.187133789062500,-122.2916790000,47.6046513600
TRE-18113,,,,,TRE-18113,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"50",Private,10514 1ST AVE NW,0e9435cb-9dc9-4d85-9178-b9e5e06b9a21,61.982292175292969,89.269264221191406,86.120872497558594,-122.3580600000,47.7055475700
TRE-91538,,,,,TRE-91538,Seattle Department of Transportation,Thuja plicata `Fastigiata`,Fastigiata Western Red Cedar,"13",Private,2319 1ST AVE,a04224d2-1cdf-4352-a325-e08f19a4f494,64.583938598632812,87.161033630371094,87.173629760742188,-122.3473780000,47.6137869800
TRE-48547,,,,,TRE-48547,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Seattle Department of Transportation,18TH AVE E AND E ROY ST,0545ffaf-ba49-4371-ae4b-9a5fdee5dcc9,62.098022460937507,87.910209655761719,84.817184448242188,-122.3087020000,47.6252411200
TRE-2721,,,,,TRE-2721,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,5121 PALMER DR NW,5ba54c8a-e281-43c2-8f89-8812050d1512,61.527828216552734,88.603935241699219,85.784317016601562,-122.3575710000,47.6663938600
TRE-69987,,,,,TRE-69987,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,116 30TH AVE,d619f6d4-7208-4b43-9a6d-8fa477686c40,61.899211883544922,86.703582763671875,83.787857055664062,-122.2936610000,47.6022685900
TRE-8269,,,,,TRE-8269,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,5011 5TH AVE NE,649b20ba-666a-48bc-8ac7-6a755526b9f7,63.097434997558594,88.501571655273438,85.006538391113281,-122.3229860000,47.6653951400
TRE-5229,,,,,TRE-5229,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"45",Private,6210 LINDEN AV N,7c553617-8f47-4767-a0fb-9d9a298c10ed,63.007472991943359,88.555809020996094,85.710868835449219,-122.3484220000,47.6743441300
TRE-21384,,,,,TRE-21384,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,4400 LINDEN AV N,6e7d36e5-5430-480f-b84f-93973dbbd09c,62.871276855468750,90.157661437988281,86.675567626953125,-122.3485760000,47.6602645700
TRE-500980,,,,,TRE-500980,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,3000 HARBOR AVE SW,17a6ef49-9d24-48ca-815d-bee9a3fbb174,62.991786956787109,87.971656799316406,85.305412292480469,-122.3709890000,47.5717581700
TRE-79489,,,,,TRE-79489,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,5905 BEACH DR SW,c0fa3024-b3fb-4747-97ca-52dcb028ce9a,,,,-122.3977670000,47.5499227500
TRE-1056280,,,,,TRE-1056280,Seattle Department of Transportation,Thuja plicata `Hogan`,Hogan Western Red Cedar,"2",Seattle Department of Transportation,2509 S ORCAS ST,c2c460ec-5ae6-433b-b4b6-69a5130ccf3b,61.414794921875000,88.717506408691406,87.289428710937500,-122.3000330000,47.5508851800
TRE-51180,,,,,TRE-51180,Seattle Department of Transportation,Thuja plicata `Hogan`,Hogan Western Red Cedar,"22",Seattle Department of Transportation,2232 1ST AV,424082a1-c497-4c57-9225-6e960d161a13,64.292259216308594,86.783920288085938,86.836540222167969,-122.3461530000,47.6132816100
TRE-85769,,,,,TRE-85769,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"53",Private,7617 46TH AVE S,9de4a6e0-24f5-4583-8888-9eb36088e6c1,63.433921813964837,89.459640502929673,86.634849548339844,-122.2754020000,47.5342656700
TRE-1066774,,,,,TRE-1066774,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,610 SW ROXBURY ST,014de7d1-839b-41a6-8783-434d44436ddc,62.427795410156250,88.974365234375014,86.771797180175781,-122.3440670000,47.5181461600
TRE-1073768,,,,,TRE-1073768,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,2329 FAIRVIEW AVE E,2d32ee1a-566e-42da-853d-6870bd01b72c,63.849979400634766,89.210563659667969,85.060661315917969,-122.3294950000,47.6409001600
TRE-1064900,,,,,TRE-1064900,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Seattle Department of Transportation,7901 16TH AVE SW,a12a7b3b-f21a-460b-9129-b0ca8fa612a8,62.623332977294922,89.565292358398438,85.814338684082031,-122.3553530000,47.5318288200
TRE-1080362,,,,,TRE-1080362,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,BAKER AVE NW AT NW MARKET ST,ff027e61-7dba-4ee9-b7b2-b7c2834dec4b,61.565612792968750,88.490684509277344,85.397216796875014,-122.3598160000,47.6655790200
TRE-1080762,,,,,TRE-1080762,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Seattle Department of Transportation,800 N 43RD ST,114fc8e2-20fc-4ea0-b146-72c2f9d5b705,61.924125671386719,87.753967285156250,84.234779357910156,-122.3563980000,47.6595632500
TRE-1080770,,,,,TRE-1080770,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"4",Seattle Department of Transportation,800 N 43RD ST,880273d1-809d-466d-8bd3-e2cff5e8c90c,61.924125671386719,87.753967285156250,84.234779357910156,-122.3564440000,47.6595326300
TRE-1086249,,,,,TRE-1086249,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,11345 39TH AV NE,7ba8fa35-212e-44be-8de4-f5c9a3ee337e,61.938308715820312,87.669136047363281,84.637016296386719,-122.2866830000,47.7114345200
TRE-1086705,,,,,TRE-1086705,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Private,4503 NE 93RD ST,92700820-7120-42ac-a1f1-6b562b240389,60.040645599365234,88.876625061035156,85.198089599609375,-122.2797360000,47.6961643700
TRE-1132712,,,,,TRE-1132712,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Seattle Department of Transportation,711 11TH AVE W,0a03c1e0-e571-49e5-81be-b3334123ee3f,62.309238433837891,88.182136535644531,84.690666198730469,-122.3669920000,47.6504186500
TRE-1134709,,,,,TRE-1134709,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,2149 8TH AVE W,1c12582d-ad0d-4503-96f1-faf909d4beb4,62.167514801025391,90.674415588378906,86.346298217773438,-122.3677680000,47.6392452100
TRE-1098082,,,,,TRE-1098082,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Seattle Department of Transportation,651 NE 42ND ST,3a377f42-8fcb-4a3b-b924-c11d3b185c56,63.140953063964837,89.085830688476562,86.760856628417969,-122.3216440000,47.6570312100
TRE-1142233,,,,,TRE-1142233,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,4108 E PROSPECT ST,369bc24c-d624-4e00-a92e-2ecf730ad931,,,,-122.2796230000,47.6285034300
TRE-1142288,,,,,TRE-1142288,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Seattle Department of Transportation,8838 39TH AVE S,12d2a9c9-3e8e-4114-857f-7fda710a169a,62.172054290771491,89.667861938476562,85.519439697265625,-122.2832630000,47.5230779000
TRE-1144856,,,,,TRE-1144856,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,1660 S ALASKA ST,e660a190-b283-46d4-95b4-d9a57bb7636d,61.929042816162109,90.015922546386719,87.420379638671875,-122.3066020000,47.5612178400
TRE-1145052,,,,,TRE-1145052,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,2418 28TH AVE W,4065676e-ad17-4335-97b4-e655bc95e92b,63.192031860351562,86.390151977539062,82.271141052246094,-122.3917590000,47.6405388600
TRE-1145594,,,,,TRE-1145594,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,3300 S HORTON ST,19c00862-ec63-4b3f-b1d4-29027bd96635,62.213706970214837,89.584205627441406,86.768959045410156,-122.3014720000,47.5740010900
TRE-1112264,,,,,TRE-1112264,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,5021 S WILSON ST,48530ae7-a277-4c2c-8790-c0824c9bae36,63.383205413818359,89.047592163085938,86.162170410156250,-122.2708430000,47.5563988300
TRE-1113348,,,,,TRE-1113348,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Seattle Parks and Recreation,4733 LAKE WASHINGTON BLVD S,7e5f564c-2631-4a2b-8518-2ef63798e736,,,,-122.2642850000,47.5597476300
TRE-1114134,,,,,TRE-1114134,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,3248 NE 91ST ST,b9239d8f-3265-4cb1-969a-886a67784a1a,62.323112487792969,88.879180908203125,84.811271667480469,-122.2912130000,47.6948045300
TRE-1114293,,,,,TRE-1114293,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,2804 NE 113TH ST,e433245b-ebbd-43cc-8213-7672ada6344a,61.725795745849609,87.091987609863281,84.417976379394531,-122.2976150000,47.7102029600
TRE-1115224,,,,,TRE-1115224,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,514 NE 102ND ST,7eef4dcc-00ce-402b-ada5-12db62ac7f47,63.316314697265625,89.116798400878906,85.420158386230469,-122.3223400000,47.7022826300
TRE-1115376,,,,,TRE-1115376,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"3",Private,309 NE 90TH ST,b69a362c-6c7e-4853-af3a-afe002e264b5,61.447124481201165,87.847648620605469,83.864387512207017,-122.3257440000,47.6939234800
TRE-1115944,,,,,TRE-1115944,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,1040 NE NORTHGATE WAY,42d58824-df3c-43e3-91bf-ecd5db37d14c,62.386436462402344,88.632682800292983,85.474937438964844,-122.3164130000,47.7097232800
TRE-1089404,,,,,TRE-1089404,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,1331 ALASKAN WAY,80f4dfc3-f04c-4879-ad5d-ad6ab30570c8,63.283958435058594,89.240608215332031,84.803024291992188,-122.3411000000,47.6065328000
TRE-1102671,,,,,TRE-1102671,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,9257 VIEW AVE NW,cdff1656-a2e6-4d21-a4d3-db21c4b8e680,61.919853210449219,88.450820922851562,85.659072875976562,-122.3990760000,47.6971447400
TRE-1103484,,,,,TRE-1103484,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,2651 NW 95TH ST,d736ebaa-d938-4afc-8e39-367d07184d16,62.440406799316406,88.739295959472656,85.294723510742188,-122.3924930000,47.6978223700
TRE-1103522,,,,,TRE-1103522,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,9510 28TH AVE NW,ee65dd74-c7d8-4f6a-bd56-f14b29c4cb49,62.845836639404297,88.793258666992188,85.687774658203125,-122.3931620000,47.6979248600
TRE-1103683,,,,,TRE-1103683,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,2625 NW ESPLANADE,ef9f3fcc-1e7a-4540-b617-b696bceaec41,63.513324737548835,88.723320007324219,86.656166076660156,-122.3916730000,47.7005908700
TRE-1104698,,,,,TRE-1104698,Seattle Department of Transportation,Thuja plicata `Zebrina`,Zebra Cedar,"6",Private,8520 14TH AVE NW,49655f78-251b-43c2-a43f-6a151e07663a,62.658008575439453,90.029487609863281,86.397949218750000,-122.3740050000,47.6916665100
TRE-1105063,,,,,TRE-1105063,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,9041 4TH AVE NW,6395d5a2-7d8f-4ddd-a2c0-ef8b95800373,61.450233459472656,88.580581665039062,84.863540649414062,-122.3621100000,47.6954978300
TRE-1105727,,,,,TRE-1105727,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"42",Private,1965 NW BLUE RIDGE DR,b78c6a92-f9a4-4a12-a220-179c2bb5a24d,62.209945678710938,88.689834594726562,85.584922790527344,-122.3820550000,47.7039679600
