SDOT_UNIT_,SPR_UNIT_I,SDCI_UNIT_,SPU_TREE_U,SPU_PLANT_,PEST_UNIT_,SOURCE_DEP,SCIENTIFIC,COMMON_NAM,DBH,OWNERSHIP,UNITDESC,GLOBALID,kc_am1,kc_af1,kc_pm1,lat,lon
TRE-45716,,,,,TRE-45716,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,616 26TH AVE E,190458dd-a4e2-48bb-9ad0-fdaea48ac592,62.078376770019531,88.010559082031250,83.723922729492188,-122.2986870000,47.6250192800
TRE-58141,,,,,TRE-58141,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,502 30TH AVE,3b9a14a7-4000-465b-9f21-a2504f931697,62.161003112792969,87.176620483398438,83.705413818359375,-122.2934230000,47.6062058800
TRE-68816,,,,,TRE-68816,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,308 28TH AVE S,343fc53d-1892-49e3-96ae-58f64ec03c63,61.760337829589837,88.362609863281250,85.604614257812500,-122.2961500000,47.6000093600
TRE-35058,,,,,TRE-35058,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,1904 NW CANOE PL,86e0b37b-4434-45fd-9a81-d51df5789f8e,59.887119293212891,83.714927673339844,81.022216796875014,-122.3811340000,47.6801223900
TRE-18539,,,,,TRE-18539,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,11755 ROOSEVELT WY NE,76983207-6706-4d84-82ba-dc67f1df41c2,61.919601440429688,86.930824279785156,82.622169494628906,-122.3182660000,47.7157827100
TRE-72596,,,,,TRE-72596,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,3028 WALNUT AV SW,ab4208a1-42ff-443c-aa20-1d3f718bd12e,62.444229125976562,89.638221740722656,86.288711547851562,-122.3833930000,47.5760539800
TRE-48758,,,,,TRE-48758,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"52",Private,3711 E MADISON ST,0a616ba7-7366-4101-b892-913e48ecb782,60.693450927734375,89.353576660156250,85.883537292480469,-122.2841730000,47.6305958600
TRE-15556,,,,,TRE-15556,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,14344 DAYTON AV N,264d99d8-0685-4811-9622-2dd956aea172,62.494777679443359,87.585449218750000,84.850471496582031,-122.3529210000,47.7336540400
TRE-25658,,,,,TRE-25658,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"42",Private,1902 NE 98TH ST,95f594b4-d8ce-4942-a95f-283bc398d268,60.154117584228509,85.898719787597670,82.768707275390625,-122.3076400000,47.7003577000
TRE-74994,,,,,TRE-74994,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,1908 S WALKER ST,8367ae72-b206-497e-b5c6-59257f9bd487,62.453685760498047,89.985038757324219,88.100250244140625,-122.3076530000,47.5837297300
TRE-48759,,,,,TRE-48759,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"41",Private,3711 E MADISON ST,0718e6c3-bf07-4f79-9f50-3eef8d75c6f3,60.581649780273438,89.414382934570327,85.885505676269531,-122.2842120000,47.6307078600
TRE-80977,,,,,TRE-80977,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,5412 45TH AV SW,c95e2409-289e-4f75-9912-b5f1e5d4a2e7,62.771766662597656,88.567756652832031,85.879577636718750,-122.3897270000,47.5534195700
TRE-1029464,,,,,TRE-1029464,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"11",Seattle Department of Transportation,5500 SAND POINT WY NE,5424ddf7-55a5-497e-ae49-3cfe60921602,62.156196594238281,89.956527709960938,86.265518188476562,-122.2817690000,47.6659597300
TRE-19574,,,,,TRE-19574,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,11502 20TH AV NE,c0f8602b-c8e0-4b69-a546-70eb513eec0b,61.309368133544922,86.194061279296875,82.571754455566406,-122.3066300000,47.7121530600
TRE-59529,,,,,TRE-59529,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,322 20TH AVE,b3b2ea07-f806-4fb2-a210-13c5e78dda7a,62.412567138671875,88.408607482910156,84.950897216796875,-122.3062790000,47.6050884600
TRE-6523,,,,,TRE-6523,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,5525 11TH AV NE,3ed8e0af-a2dc-4881-be7f-866258e17db3,62.795211791992188,88.100341796875014,86.343055725097670,-122.3166540000,47.6693741500
TRE-31012,,,,,TRE-31012,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"39",Private,2550 1ST AV W,4d38bc23-4865-4dee-a637-c3efc493aa9a,62.350101470947266,87.755905151367188,84.483451843261719,-122.3581600000,47.6428515500
TRE-23413,,,,,TRE-23413,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,8751 12TH AVE NW,4039e830-678b-46b0-a506-91d0086af9af,62.334621429443359,88.886848449707017,85.273567199707017,-122.3715180000,47.6936435600
TRE-48377,,,,,TRE-48377,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,2111 22ND AVE E,bb2e7ce4-57ef-4450-bc43-8eae748d2a4f,62.690616607666016,89.013298034667969,86.003860473632812,-122.3037140000,47.6200682200
TRE-6535,,,,,TRE-6535,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,1208 NE 55TH ST,9bbbed35-2a59-4a22-9164-2b438035589e,62.765827178955078,88.378555297851562,85.045860290527344,-122.3147410000,47.6686066100
TRE-48569,,,,,TRE-48569,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Seattle Department of Transportation,E HARRISON ST AND 18TH AVE E,7732bddd-3074-4a93-bbec-ea6ef5451194,62.785560607910163,88.780738830566406,85.292098999023438,-122.3087440000,47.6220926800
TRE-8772,,,,,TRE-8772,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"50",Private,2712 NE 62ND ST,d6e90494-a46d-412f-ad7c-45a9396d245f,61.881805419921875,88.077507019042983,84.609611511230469,-122.2978610000,47.6740230300
TRE-60605,,,,,TRE-60605,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,706 34TH AVE,4ab406ca-fb77-4972-bb5e-6fa8ff52e606,62.702774047851562,88.213882446289062,85.281562805175781,-122.2893410000,47.6081269700
TRE-48568,,,,,TRE-48568,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Seattle Department of Transportation,E HARRISON ST AND 18TH AVE E,454aa680-c4cb-41e1-9c6c-789e235de4c8,62.766506195068359,88.805618286132812,85.292823791503906,-122.3087540000,47.6220616400
TRE-6522,,,,,TRE-6522,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,5525 11TH AV NE,1a500417-d9b9-49d7-846c-778dc89325b9,62.782962799072266,88.182777404785156,86.642410278320327,-122.3164430000,47.6693741600
TRE-48367,,,,,TRE-48367,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"30",Private,2111 22ND AVE E,9898aa1c-547d-4365-9061-9962779bdf2e,62.715103149414062,89.019996643066406,86.011291503906250,-122.3037160000,47.6199804600
TRE-19310,,,,,TRE-19310,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,2715 NE 115TH ST,9d223ab1-ad50-47d6-b301-f21af3562868,62.218860626220703,86.524703979492188,83.734718322753906,-122.2985990000,47.7117225900
TRE-17868,,,,,TRE-17868,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,12527 25TH AV NE,ea01f4a1-1d0b-43aa-8ca5-480537b071b6,61.698535919189453,88.482597351074219,85.559974670410156,-122.3018840000,47.7201769900
TRE-1041042,,,,,TRE-1041042,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"19",Seattle Center,509 WARREN AVE N,db97f84c-caf3-4ccd-b5da-324c3ad5f6e0,62.679409027099609,90.650207519531250,87.865234375000000,-122.3530140000,47.6235536700
TRE-17708,,,,,TRE-17708,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"45",Private,14040 19TH AV NE,a86ebac1-2283-4565-a90f-b00bf5979990,59.034343719482422,87.249412536621094,84.372718811035156,-122.3086290000,47.7314362600
TRE-27509,,,,,TRE-27509,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"13",Private,2209 N 44TH ST,26c673b9-0982-4b82-9f75-72308c146cdb,62.068473815917969,87.485099792480469,83.809913635253906,-122.3321040000,47.6602512100
TRE-25321,,,,,TRE-25321,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,2526 NE 91ST ST,c2617f4d-7d0d-4da9-b9d8-0f98ecfcc619,61.609058380126953,87.014167785644531,83.428123474121094,-122.3002510000,47.6948731000
TRE-25184,,,,,TRE-25184,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,10000 COLLEGE WY N,c7df0900-e9bf-4844-9f3a-18120f0729a4,63.313159942626953,88.084709167480469,84.206542968750000,-122.3332380000,47.7031551100
TRE-23426,,,,,TRE-23426,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,8800 9TH AV NW,9503f1de-ca2c-4756-b62d-e922977532f8,61.768260955810547,87.770309448242188,84.536308288574219,-122.3684880000,47.6929653500
TRE-44818,,,,,TRE-44818,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,764 BELMONT PL E,64746d1b-92d9-4124-bd1b-fba852374dee,62.897121429443359,88.930259704589844,85.085716247558594,-122.3242150000,47.6269828200
TRE-24556,,,,,TRE-24556,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,10425 8TH AV NE,21b6f351-306e-4287-99f8-1dfe35fa5793,62.998718261718750,89.280838012695312,85.321876525878906,-122.3207930000,47.7048975700
TRE-23256,,,,,TRE-23256,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,10044 DIBBLE AVE NW,9ef70c65-4ec1-4091-a4f4-22078b95e0d3,61.739784240722656,87.763229370117188,84.908897399902330,-122.3673300000,47.7029261400
TRE-4159,,,,,TRE-4159,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"72",Private,5919 KIRKWOOD PL N,b81771a1-0725-442d-baef-15f5110e81d1,63.326534271240234,89.092269897460938,85.794616699218750,-122.3341990000,47.6721053900
TRE-6521,,,,,TRE-6521,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,5525 11TH AV NE,eabcf7a2-92bd-4ead-8596-2ff89856186b,62.769897460937507,88.121673583984375,86.160888671875014,-122.3167520000,47.6693756200
TRE-19282,,,,,TRE-19282,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Private,3120 NE 115TH ST,0c0738d0-56c0-474c-a99e-9826fdab9d9b,61.142372131347656,88.095672607421875,84.340232849121094,-122.2938700000,47.7121691800
TRE-84318,,,,,TRE-84318,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"23",Private,6601 HOLLY PL SW,aeb5b081-dabf-4815-a130-a6257ce4d6ea,62.217918395996094,87.840354919433594,84.402854919433594,-122.3903640000,47.5447788600
TRE-49101,,,,,TRE-49101,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,1031 MC GILVRA BV E,17a1a0fd-3fcc-44e1-9fae-dc594bcff769,62.159168243408203,89.064453125000000,86.692794799804688,-122.2813950000,47.6274369100
TRE-21770,,,,,TRE-21770,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"9",Private,3927 WOODLAND PARK AVE N,6d38f5be-9eab-41d2-9469-9e3a5b512a94,61.835067749023438,87.848426818847670,85.484237670898438,-122.3447650000,47.6549614700
TRE-10700,,,,,TRE-10700,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,5246 20TH AV NE,e7d3ec26-6b6d-4383-8a1f-515a5bf95b98,62.177589416503906,88.235076904296875,85.034080505371094,-122.3061650000,47.6679637600
TRE-26207,,,,,TRE-26207,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"16",Private,9626 42ND AV NE,b7c7fc5a-b70a-475d-a3e5-7c0a082dad8c,61.010547637939453,89.076713562011719,85.788635253906250,-122.2824100000,47.6993870400
TRE-84312,,,,,TRE-84312,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,6360 BEACH DR SW,0158d528-075c-44d3-852a-211ecc693b82,62.813304901123047,88.264991760253906,86.800178527832031,-122.3981130000,47.5451056800
TRE-73255,,,,,TRE-73255,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,2133 44TH AV SW,c6d047ec-cd40-4e0b-8abb-bc5a14f74245,62.056766510009766,89.393333435058594,86.317283630371094,-122.3880900000,47.5844655500
TRE-72218,,,,,TRE-72218,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"21",Private,2350 42ND AV SW,675009d6-4130-4616-abe0-02aac5fbc770,62.601985931396491,89.268371582031250,86.459465026855469,-122.3850890000,47.5816877000
TRE-38520,,,,,TRE-38520,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,1853 E HAMLIN ST,0d4b4b84-2eed-48dc-990b-940981bc52bd,63.999259948730469,90.211151123046875,85.315750122070327,-122.3069970000,47.6454512600
TRE-24715,,,,,TRE-24715,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,9801 15TH AV NE,87a31383-3b4c-4e43-ad1c-41e4620de06f,64.096168518066406,87.926712036132812,83.903854370117188,-122.3123650000,47.7003932900
TRE-48473,,,,,TRE-48473,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,1801 19TH AVE,9176c849-f359-454c-9d04-dc746bafe1f5,62.792602539062493,88.710830688476562,86.192840576171875,-122.3077180000,47.6176610500
TRE-75122,,,,,TRE-75122,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Private,1724 S STEVENS ST,73e1286a-24f9-4110-8166-da516dfaba11,63.414253234863281,90.075050354003906,86.776313781738281,-122.3094940000,47.5770482800
TRE-31062,,,,,TRE-31062,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"34",Private,2435 6TH AV W,9b70d02a-2d4d-48df-9c0d-17c4f4fe47a9,61.263248443603509,88.479766845703125,85.216163635253906,-122.3651960000,47.6413717700
TRE-48558,,,,,TRE-48558,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Private,E REPUBLICAN ST AND 17TH AVE E,83188e2d-f3e8-4cb0-b57c-5a4bc57c6ce4,62.661182403564453,88.801498413085938,85.357078552246094,-122.3100980000,47.6232129000
TRE-11580,,,,,TRE-11580,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"11",Seattle Department of Transportation,5500 SAND POINT WY NE,2fbaaec8-7153-456d-aa56-468186e2f795,62.163566589355469,88.858299255371094,85.094261169433594,-122.2722610000,47.6691855300
TRE-1043987,,,,,TRE-1043987,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"18",Seattle Parks and Recreation,800 W FULTON ST,35a2c698-8f25-4802-b967-81d6d0749edc,61.808055877685547,89.036933898925781,85.337272644042983,-122.3676140000,47.6456676700
TRE-72310,,,,,TRE-72310,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,2600 41ST AV SW,e3307e93-f8ae-4a26-8570-84473f3b426b,62.233268737792969,89.075248718261719,85.792678833007812,-122.3836200000,47.5810990000
TRE-82754,,,,,TRE-82754,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,5026 46TH AVE S,454e1367-53f2-412c-83e3-4adfa1dd5fe3,61.679409027099609,89.856887817382812,86.724990844726562,-122.2753120000,47.5561792900
TRE-32838,,,,,TRE-32838,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"14",Private,2005 13TH AV W,c5fdbb03-46b0-4107-afd0-861531af34c3,62.759433746337891,88.201385498046875,83.779876708984375,-122.3739120000,47.6370864800
TRE-19856,,,,,TRE-19856,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,11039 40TH AV NE,40672eea-0d51-4e8c-b5cb-04854aa351cd,60.069507598876953,87.642127990722656,84.647811889648438,-122.2854560000,47.7094167700
TRE-48134,,,,,TRE-48134,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"29",Private,338 18TH AVE E,c434a9f2-9bfc-4016-896f-e015268b0d4a,62.779502868652344,88.823211669921875,85.441024780273438,-122.3086570000,47.6217372000
TRE-61407,,,,,TRE-61407,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"45",Private,526 N 78TH ST,8628de1d-6d41-42a8-9936-fccc1f654286,60.842010498046875,86.060203552246094,83.131538391113281,-122.3513870000,47.6855400200
TRE-1040975,,,,,TRE-1040975,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Seattle Center,500 BROAD ST,34c67c95-6830-4a03-8c73-f23417f72456,63.410816192626953,90.767265319824219,87.721359252929673,-122.3486140000,47.6205536700
TRE-355,,,,,TRE-355,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,1745 NW 63RD ST,a85560c2-bd6b-4c07-8536-3f6cedbe7519,60.552379608154297,86.729431152343750,83.458953857421875,-122.3808990000,47.6745095400
TRE-9061,,,,,TRE-9061,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"36",Private,6017 31ST AVE NE,760df7f1-bace-44a4-8509-18bc3437c2ec,61.235244750976562,88.750350952148438,85.129966735839844,-122.2943870000,47.6727016800
TRE-46664,,,,,TRE-46664,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"37",Private,1508 E PROSPECT ST,4427e5f3-89e7-41df-9f2d-b57bd6180c34,62.387157440185547,87.186622619628906,83.515167236328125,-122.3119830000,47.6287464400
TRE-85770,,,,,TRE-85770,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"52",Private,7617 46TH AVE S,1bb5d1b6-6919-4a9d-bcfa-6b20a9b92980,63.358867645263672,89.460113525390625,86.562370300292983,-122.2754100000,47.5341716600
TRE-20916,,,,,TRE-20916,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,3611 WOODLAWN AVE N,5514990e-77f6-44d7-bb3d-5ea2e4cdb914,63.227996826171875,89.066436767578125,85.244369506835938,-122.3387860000,47.6509090400
TRE-4940,,,,,TRE-4940,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"40",Private,4511 DENSMORE AVE N,72405587-1c55-4f2c-8076-79cd5f49a766,62.926284790039062,88.570884704589844,85.429595947265625,-122.3377560000,47.6619257800
TRE-10903,,,,,TRE-10903,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,5016 21ST AV NE,ca73fb5a-c7d2-4d48-ab57-5d12d340e2e1,62.972526550292969,89.705169677734375,85.304405212402330,-122.3054880000,47.6655431200
TRE-23424,,,,,TRE-23424,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,1102 NW 87TH ST,910e1741-e0d0-46a1-8fe7-ad5fae7c75e8,62.103008270263672,88.323188781738281,85.047660827636719,-122.3706180000,47.6921116300
TRE-32884,,,,,TRE-32884,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"12",Private,2516 12TH AV W,b366cdd9-e56f-456d-82e4-33a4e175605e,61.959686279296875,89.062889099121094,86.061981201171875,-122.3726010000,47.6412281600
TRE-7400,,,,,TRE-7400,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,6102 CORLISS AV N,dd6804b0-74ac-4c87-980c-4623530c42d1,63.303775787353509,88.502723693847670,85.149589538574219,-122.3306400000,47.6729449800
TRE-74983,,,,,TRE-74983,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"52",Private,2012 19TH AVE S,b5a07a3f-3ea1-4208-ab9a-bd1092177139,62.607517242431641,89.849555969238281,87.653610229492188,-122.3080850000,47.5851043400
TRE-43483,,,,,TRE-43483,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"28",Seattle Parks and Recreation,918 14TH AVE E,ce52a60d-6725-472d-a7bb-a8c0bc449048,62.624053955078125,87.640563964843750,83.748924255371094,-122.3145050000,47.6274994800
TRE-15834,,,,,TRE-15834,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"31",Private,4317 PALATINE AV N,66a7a05d-c6f9-4d9a-b8ec-1e42a14a9a75,62.242046356201165,87.680892944335938,84.542236328124986,-122.3561990000,47.6601409700
TRE-500981,,,,,TRE-500981,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,3000 HARBOR AVE SW,603a69fb-db17-4607-9a78-ee95de46eed2,62.653549194335938,87.795509338378906,84.747741699218750,-122.3710940000,47.5717694700
TRE-34159,,,,,TRE-34159,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"38",Private,1714 2ND AV N,47c75cd5-373a-4a8e-878d-4e5b808266d1,62.790447235107422,89.006423950195312,85.669761657714844,-122.3531200000,47.6343988500
TRE-5712,,,,,TRE-5712,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"43",Private,609 N 48TH ST,ea038440-ed8f-4fb7-b01c-c5ce8b04025e,62.544799804687507,89.098861694335938,86.546730041503906,-122.3510290000,47.6635462400
TRE-80320,,,,,TRE-80320,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,4737 49TH AV SW,230c9ff8-4b23-4838-80b6-c3e0a36c95df,62.539653778076165,88.420608520507812,84.218948364257812,-122.3949840000,47.5601194400
TRE-1047658,,,,,TRE-1047658,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"66",Private,3217 30TH AVE SW,433e4044-1663-471e-9a5c-d9cbde4dae5d,62.201370239257812,87.009506225585938,83.718658447265625,-122.3716620000,47.5744685000
TRE-1047693,,,,,TRE-1047693,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"27",Private,8322 DIBBLE AVE NW,c39393ca-04bb-4fef-be9f-189f299be55c,62.269729614257812,87.837699890136719,85.670555114746094,-122.3667140000,47.6898074600
TRE-1047686,,,,,TRE-1047686,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"66",Private,102 NE 63RD ST,99ecb7d0-c76c-4303-bbc2-2de2e601a728,63.460033416748047,88.099105834960938,84.388099670410156,-122.3280410000,47.6745927300
TRE-1047692,,,,,TRE-1047692,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"32",Private,8322 DIBBLE AVE NW,50bc3d7c-95da-49a3-ba81-146c105c44a1,62.314380645751953,87.780143737792983,85.502349853515625,-122.3667090000,47.6897614300
TRE-1047640,,,,,TRE-1047640,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,1401 W GARFIELD ST,516e53ea-88cc-4289-8821-821eefd1f21e,60.867954254150391,88.235946655273438,83.562438964843750,-122.3746880000,47.6331057300
TRE-1047638,,,,,TRE-1047638,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Seattle Department of Transportation,1401 W GARFIELD ST,84b745fd-96e2-4f08-83c6-14166c202788,60.811851501464837,88.220138549804688,83.423866271972656,-122.3747340000,47.6331847700
TRE-1047679,,,,,TRE-1047679,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"58",Private,1241 NE 89TH ST,43f28140-2408-495e-922f-04cac6c4f675,61.552501678466797,88.655181884765625,86.055152893066406,-122.3130060000,47.6926733600
TRE-1070758,,,,,TRE-1070758,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,644 HILLSIDE DR E,4292dfa2-915f-4a66-853f-1accae2f1cbb,61.700263977050781,88.556083679199219,85.813186645507812,-122.2841880000,47.6260401300
TRE-1070762,,,,,TRE-1070762,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"1",Private,644 HILLSIDE DR E,8c941605-b054-4e62-8744-e9c5069277a9,61.676990509033203,88.584022521972656,85.790397644042983,-122.2841840000,47.6260627400
TRE-1047694,,,,,TRE-1047694,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,8322 DIBBLE AVE NW,7b07dc3b-81ae-4c4f-a49a-e9da0d272019,62.269729614257812,87.837699890136719,85.670555114746094,-122.3667130000,47.6898513200
TRE-1047653,,,,,TRE-1047653,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"87",Private,4129 NE 107TH ST,7f9ae964-f88b-4a2a-9d75-42bece2e43d0,60.921192169189453,88.978279113769531,86.107139587402330,-122.2822850000,47.7063524200
TRE-2647,,,,,TRE-2647,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"25",Private,5218 6TH AV NW,4093a91d-966b-4736-a5a9-7c46ee568c48,62.186382293701165,88.742584228515625,84.823112487792983,-122.3630060000,47.6671289400
TRE-70080,,,,,TRE-70080,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,165 26TH AVE,45f217b9-84a7-4176-84bf-e34b8ff03602,62.761344909667969,88.656738281250000,85.556121826171875,-122.2989990000,47.6032232300
TRE-1048853,,,,,TRE-1048853,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"2",Private,403 30TH AVE E,43db9eab-7d06-4976-afbc-2dc9cfed81a3,61.599834442138672,88.190383911132812,85.171516418457017,-122.2934470000,47.6225545200
TRE-41139,,,,,TRE-41139,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"26",Private,335 QUEEN ANNE AV N,57092b76-b8fc-4449-824d-625f54bffcf3,64.423095703125000,88.268325805664062,84.268333435058594,-122.3568290000,47.6218740000
TRE-80306,,,,,TRE-80306,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"35",Private,5441 36TH AV SW,af1e0cd3-5e37-4d4b-8c36-26f7cafa9af1,62.987533569335938,89.069641113281250,85.222396850585938,-122.3777170000,47.5525935100
TRE-1065407,,,,,TRE-1065407,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"33",Private,4010 S BURNS ST,e1920383-0dae-43bc-9a3e-4478dc41f2d2,61.312549591064453,90.665908813476562,86.031654357910156,-122.2818870000,47.5165833400
TRE-1078693,,,,,TRE-1078693,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"20",Private,6521 FREMONT AV N,a8210405-8c54-40c5-a32a-3c1a3f884af8,63.493675231933594,88.154670715332031,85.287612915039062,-122.3500570000,47.6766672500
TRE-1078755,,,,,TRE-1078755,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"15",Private,702 N 65TH ST,63498cf2-0f39-4231-9c59-b10b98b3b63e,63.320690155029297,88.452491760253906,85.422813415527344,-122.3498850000,47.6764024800
TRE-1078756,,,,,TRE-1078756,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"17",Private,702 N 65TH ST,92be9f03-ab7d-4172-93ca-6689f5c61372,63.243824005126953,88.449516296386719,85.344421386718750,-122.3498840000,47.6763678000
TRE-1078757,,,,,TRE-1078757,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"6",Private,702 N 65TH ST,809caa87-7b01-4d54-80e9-40f8f53139e8,63.243824005126953,88.449516296386719,85.344421386718750,-122.3498820000,47.6763429100
TRE-1078758,,,,,TRE-1078758,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"7",Private,702 N 65TH ST,0eb06841-4ff5-4606-b582-106739ed9843,63.243824005126953,88.449516296386719,85.344421386718750,-122.3498780000,47.6762895200
TRE-1078759,,,,,TRE-1078759,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"8",Private,702 N 65TH ST,1e95e976-75f5-4c36-8bd5-74c2fea21dc3,63.200210571289062,88.437881469726562,85.357437133789062,-122.3498810000,47.6762628900
TRE-1065931,,,,,TRE-1065931,Seattle Department of Transportation,Thuja plicata,Western Red Cedar,"22",Private,7117 DETROIT AVE SW,c20f3598-2172-4a99-9322-091db5929569,63.153175354003906,89.169425964355469,84.927482604980469,-122.3381670000,47.5341266900
