field_1,id,latitude,longitude,place_town_name,place_county_name,kc_af1,kc_am1,kc_pm1,pc_af1,pc_am1,pc_pm1,po_af1,po_am1,po_pm1,tac_af1,tac_am1,tac_pm1
2017,147418048,47.2655475,-122.5105184,Tacoma,Pierce,,,,,,,,,,31.7590160369873,16.6634864807129,29.1807098388672
2018,147419694,47.2540620125,-122.5002487587,Tacoma,Pierce,,,,,,,,,,31.4824657440186,16.2528858184814,29.1522731781006
2019,147424471,47.237828081,-122.4603951406,Tacoma,Pierce,,,,,,,,,,31.6002902984619,16.6884765625,27.6983642578125
2020,147568018,47.01294059,-122.80887732,,Thurston,,,,,,,,,,,,
2021,147654474,46.79864292,-122.29847192,,Pierce,,,,,,,,,,,,
2022,147862163,47.604604047,-122.1597001938,Bellevue City Limits,King,89.9126205444336,56.1958389282227,81.5394439697266,,,,,,,,,
2023,147862808,47.6045211011,-122.1598343249,Bellevue City Limits,King,89.9205474853516,56.0295181274414,81.4305953979492,,,,,,,,,
2024,147864714,47.6044447586,-122.159878466,Bellevue City Limits,King,89.923225402832,56.007007598877,81.4392013549805,,,,,,,,,
2025,147864736,47.6039187154,-122.1596440718,Bellevue City Limits,King,89.9980621337891,55.8521194458008,81.4355316162109,,,,,,,,,
2026,148125974,47.2127686895,-122.4178692886,Tacoma,Pierce,,,,,,,,,,32.7645950317383,15.7856502532959,29.4530868530273
2027,148126319,47.2129597533,-122.4182454015,Tacoma,Pierce,,,,,,,,,,32.7532768249512,15.7981929779053,29.4920063018799
2028,148128768,47.2278325904,-122.4196747059,Tacoma,Pierce,,,,,,,,,,32.703971862793,16.7810363769531,29.0166530609131
2029,148369369,48.1378166667,-123.1296445,,Clallam,,,,,,,,,,,,
2030,148561196,47.07960926,-122.1996649,,Pierce,,,,,,,,,,,,
2031,148699115,49.3597195,-123.1128909,,Greater Vancouver,,,,,,,,,,,,
2032,148699465,49.360049,-123.115139,,Greater Vancouver,,,,,,,,,,,,
2034,148700220,49.3541217,-123.1116721,,Greater Vancouver,,,,,,,,,,,,
2035,148704941,49.3391227997,-123.4216810383,,Greater Vancouver,,,,,,,,,,,,
2036,149657563,46.0695403994,-123.7880977616,,Clatsop,,,,,,,,,,,,
2037,149664986,46.1988388066,-123.943942152,,Clatsop,,,,,,,,,,,,
2038,149672350,46.1820141452,-123.8167464361,,Clatsop,,,,,,,,,,,,
2039,149742565,46.3769553526,-123.7938065082,,Pacific,,,,,,,,,,,,
2040,150003326,47.2509703275,-122.4959557441,Tacoma,Pierce,,,,,,,,,,31.7061634063721,15.9621295928955,29.7544803619385
2041,150004072,47.2507950079,-122.4878193565,Tacoma,Pierce,,,,,,,,,,30.90452003479,16.0885696411133,29.4225692749023
2042,150004319,47.250820446,-122.4877605697,Tacoma,Pierce,,,,,,,,,,30.848669052124,16.0909557342529,29.391170501709
2043,150006241,47.2463285494,-122.4747680009,Tacoma,Pierce,,,,,,,,,,31.6137027740479,17.1557426452637,28.9732799530029
2044,150110576,45.5267666667,-122.7990305556,,Washington,,,,,,,,,,,,
2045,150110831,45.5300361111,-122.7860055556,,Washington,,,,,,,,,,,,
2046,150148863,47.1919637186,-122.42575428,Tacoma,Pierce,,,,,,,,,,31.6640338897705,16.2508392333984,27.8720970153809
2047,150150893,47.1927671738,-122.4391798591,Tacoma,Pierce,,,,,,,,,,32.0493621826172,16.8822803497314,28.7444591522217
2048,150152339,47.2026922578,-122.4396832828,Tacoma,Pierce,,,,,,,,,,31.6413803100586,16.8627433776855,27.5734233856201
2049,150152828,47.2045732111,-122.4398756151,Tacoma,Pierce,,,,,,,,,,31.8356266021729,16.8207664489746,27.2148303985596
2050,150153819,47.2086908338,-122.4397098387,Tacoma,Pierce,,,,,,,,,,31.6915340423584,16.7147464752197,30.002103805542
2051,150155424,47.2199298034,-122.440735306,Tacoma,Pierce,,,,,,,,,,31.3864231109619,16.7229766845703,29.0137367248535
2052,150155514,47.2199963691,-122.4407818133,Tacoma,Pierce,,,,,,,,,,31.4339599609375,16.7440605163574,29.0130290985107
2053,150156263,47.2229795211,-122.4415473335,Tacoma,Pierce,,,,,,,,,,31.863639831543,17.0018005371094,29.3677558898926
2054,150436086,47.1982042037,-122.4402902419,Tacoma,Pierce,,,,,,,,,,31.6343841552734,16.8369426727295,27.4512138366699
2055,150437127,47.2018011547,-122.4382798733,Tacoma,Pierce,,,,,,,,,,31.6345863342285,17.0187301635742,27.8461742401123
2056,150437810,47.2050550887,-122.4384048674,Tacoma,Pierce,,,,,,,,,,31.6322326660156,16.7642631530762,27.6531925201416
2057,150439099,47.2112361111,-122.4379444444,Tacoma,Pierce,,,,,,,,,,31.6819705963135,16.8600559234619,29.4902572631836
2058,150439305,47.2146928891,-122.4389035694,Tacoma,Pierce,,,,,,,,,,31.7791309356689,16.7772369384766,29.5555801391602
2059,150440108,47.2200391518,-122.4392470279,Tacoma,Pierce,,,,,,,,,,31.5192337036133,16.7667140960693,29.2932395935059
2060,150499409,49.485557,-123.866326,,Sunshine Coast,,,,,,,,,,,,
2061,150524036,47.2634081869,-122.4838421961,Tacoma,Pierce,,,,,,,,,,31.4834442138672,15.8878803253174,29.1753330230713
2062,150525110,47.2635754478,-122.484898735,Tacoma,Pierce,,,,,,,,,,31.5168724060059,16.0861473083496,29.5693340301514
2063,150525544,47.2561144224,-122.4898904097,Tacoma,Pierce,,,,,,,,,,32.1318168640137,16.5447330474854,29.547290802002
2064,150525575,47.2635935108,-122.4878145476,Tacoma,Pierce,,,,,,,,,,31.6739025115967,16.1338272094727,29.7467365264893
2065,150525983,47.2645389782,-122.4921219467,Tacoma,Pierce,,,,,,,,,,31.9506130218506,16.0691833496094,29.2615032196045
2066,150526009,47.2570901178,-122.494440023,Tacoma,Pierce,,,,,,,,,,31.8544273376465,16.3684406280518,29.4757099151611
2067,150526103,47.2642328245,-122.4944127908,Tacoma,Pierce,,,,,,,,,,32.0338287353516,16.2139167785645,29.4153823852539
2068,150526111,47.2737192929,-122.4768027296,Tacoma,Pierce,,,,,,,,,,30.447660446167,15.9611263275146,28.7812232971191
2069,150526159,47.2660006439,-122.480872023,Tacoma,Pierce,,,,,,,,,,31.4855098724365,16.3622264862061,29.7197132110596
2070,150526336,47.2635666252,-122.4944684222,Tacoma,Pierce,,,,,,,,,,31.9688835144043,16.2916126251221,29.5261497497559
2071,150526497,47.2637098935,-122.4737957307,Tacoma,Pierce,,,,,,,,,,31.2982997894287,16.1578559875488,29.6772842407227
2072,150526666,47.2574830149,-122.4931357984,Tacoma,Pierce,,,,,,,,,,31.6964168548584,16.2465991973877,29.4846305847168
2073,150526690,47.2631723201,-122.4743475952,Tacoma,Pierce,,,,,,,,,,31.3156261444092,16.0555400848389,29.5949459075928
2074,150526745,47.2676190819,-122.4729637854,Tacoma,Pierce,,,,,,,,,,30.921703338623,16.2469806671143,28.2180004119873
2075,150526748,47.2667003301,-122.4751744555,Tacoma,Pierce,,,,,,,,,,31.0924034118652,16.3498268127441,28.4090538024902
2076,150526984,47.2626092646,-122.4737888283,Tacoma,Pierce,,,,,,,,,,31.304479598999,15.9732971191406,29.1502304077148
2077,150527044,47.2634027636,-122.4914750706,Tacoma,Pierce,,,,,,,,,,31.7851734161377,16.1287860870361,29.5484924316406
2078,150527098,47.271061237,-122.4838077034,Tacoma,Pierce,,,,,,,,,,31.281665802002,16.5518531799316,29.9305324554443
2079,150527192,47.2692685902,-122.4798488011,Tacoma,Pierce,,,,,,,,,,31.0040607452393,16.4322528839111,29.1992702484131
2080,150527212,47.2679801803,-122.471641231,Tacoma,Pierce,,,,,,,,,,30.8516464233398,16.0317440032959,28.1870727539062
2081,150527243,47.2713788052,-122.4827552874,Tacoma,Pierce,,,,,,,,,,31.3551502227783,16.3146266937256,28.8124294281006
2082,150527277,47.263038084,-122.4728680217,Tacoma,Pierce,,,,,,,,,,31.4794769287109,16.0269374847412,29.5175266265869
2083,150527328,47.266683016,-122.4740177746,Tacoma,Pierce,,,,,,,,,,30.9415969848633,16.2357063293457,28.427116394043
2084,150527397,47.2570735217,-122.4845637941,Tacoma,Pierce,,,,,,,,,,31.5467834472656,16.2855396270752,29.831506729126
2085,150527442,47.2715580108,-122.4825008087,Tacoma,Pierce,,,,,,,,,,31.3027458190918,16.3130531311035,28.4149208068848
2086,150527493,47.2631910956,-122.4716953934,Tacoma,Pierce,,,,,,,,,,31.3930740356445,16.0287799835205,29.4244899749756
2087,150527578,47.2659341653,-122.4946872193,Tacoma,Pierce,,,,,,,,,,32.3271827697754,16.1723194122314,29.2445697784424
2088,150527616,47.2635523975,-122.470701635,Tacoma,Pierce,,,,,,,,,,31.289722442627,16.082067489624,29.5038604736328
2089,150527652,47.2689300104,-122.4705961796,Tacoma,Pierce,,,,,,,,,,30.6814765930176,15.8848495483398,28.9498405456543
2090,150527654,47.2627688152,-122.4861369189,Tacoma,Pierce,,,,,,,,,,31.6069869995117,16.2179470062256,29.7358798980713
2091,150527747,47.2692216868,-122.4707713148,Tacoma,Pierce,,,,,,,,,,30.6770057678223,15.7745866775513,29.226016998291
2092,150527763,47.2639180161,-122.4698303362,Tacoma,Pierce,,,,,,,,,,31.2045631408691,16.0915908813477,29.45751953125
2093,150527766,47.25818691,-122.48600389,Tacoma,Pierce,,,,,,,,,,31.6447601318359,16.3487663269043,29.4343967437744
2094,150527905,47.26390752,-122.4694029749,Tacoma,Pierce,,,,,,,,,,31.1895027160645,16.1360969543457,29.4487400054932
2095,150527913,47.2691404011,-122.4706683381,Tacoma,Pierce,,,,,,,,,,30.7094860076904,15.8080463409424,29.217435836792
2096,150527959,47.2616988654,-122.4855935947,Tacoma,Pierce,,,,,,,,,,31.4205265045166,16.1725101470947,29.3559837341309
2097,150528022,47.2655566007,-122.4881920538,Tacoma,Pierce,,,,,,,,,,31.6974029541016,16.1942291259766,29.1083793640137
2098,150528030,47.264935598,-122.4692964038,Tacoma,Pierce,,,,,,,,,,31.2101039886475,16.1888408660889,29.3711700439453
2099,150528183,47.2691832499,-122.4728448181,Tacoma,Pierce,,,,,,,,,,30.7781562805176,15.964973449707,29.0316791534424
2100,150528223,47.2618457111,-122.4914840956,Tacoma,Pierce,,,,,,,,,,31.953577041626,16.1769104003906,29.5920734405518
2101,150528442,47.2615184868,-122.4931067975,Tacoma,Pierce,,,,,,,,,,31.6034927368164,16.2144908905029,29.7319869995117
2102,150528452,47.2643437749,-122.4675025978,Tacoma,Pierce,,,,,,,,,,31.0340995788574,16.0652828216553,29.030179977417
2103,150528471,47.2691083279,-122.4727261748,Tacoma,Pierce,,,,,,,,,,30.8028030395508,15.8522701263428,29.0191268920898
2104,150528476,47.2737265785,-122.4767814656,Tacoma,Pierce,,,,,,,,,,30.447660446167,15.9611263275146,28.7812232971191
2105,150528757,47.2729762579,-122.4745507956,Tacoma,Pierce,,,,,,,,,,30.4095840454102,15.8351669311523,28.2787342071533
2106,150528849,47.2610654613,-122.4916337019,Tacoma,Pierce,,,,,,,,,,31.9035568237305,16.1826839447021,29.3764934539795
2107,150528913,47.2631608788,-122.4644222484,Tacoma,Pierce,,,,,,,,,,31.072790145874,16.0929908752441,28.9768009185791
2108,150528960,47.2658599157,-122.4716968809,Tacoma,Pierce,,,,,,,,,,31.0517196655273,16.1821098327637,29.1276798248291
2109,150529084,47.2608474736,-122.4860667532,Tacoma,Pierce,,,,,,,,,,31.4280128479004,16.2117500305176,29.2671127319336
2110,150529093,47.2608267386,-122.4855280913,Tacoma,Pierce,,,,,,,,,,31.335412979126,16.1844425201416,29.3032073974609
2111,150529103,47.2687654107,-122.4717271499,Tacoma,Pierce,,,,,,,,,,30.8573169708252,15.757266998291,28.821475982666
2112,150529104,47.2630320909,-122.4637200964,Tacoma,Pierce,,,,,,,,,,31.1360626220703,16.1536407470703,29.1579341888428
2113,150529316,47.2629124392,-122.4632020948,Tacoma,Pierce,,,,,,,,,,31.311206817627,16.2811832427979,29.17063331604
2114,150529367,47.2689186892,-122.4729917663,Tacoma,Pierce,,,,,,,,,,30.8101997375488,16.0454730987549,28.7700099945068
2115,150529414,47.2627679771,-122.463420611,Tacoma,Pierce,,,,,,,,,,31.1760005950928,16.3721904754639,29.046516418457
2116,150529518,47.2690085555,-122.4704713841,Tacoma,Pierce,,,,,,,,,,30.6764526367188,15.8503370285034,29.0510807037354
2117,150529565,47.2626735969,-122.4635051844,Tacoma,Pierce,,,,,,,,,,31.1769771575928,16.4414157867432,29.0682258605957
2118,150529676,47.269249275,-122.4707748166,Tacoma,Pierce,,,,,,,,,,30.6586971282959,15.7927131652832,29.2927265167236
2119,150530302,47.2681054177,-122.4657547556,Tacoma,Pierce,,,,,,,,,,30.8843669891357,16.0806865692139,28.1863498687744
2120,150530402,47.25903289,-122.48748874,Tacoma,Pierce,,,,,,,,,,31.7878036499023,16.2296104431152,29.2198429107666
2121,150530474,47.261845381,-122.4740677235,Tacoma,Pierce,,,,,,,,,,31.2099075317383,15.8240766525269,28.9779357910156
2122,150530687,47.2618514579,-122.4747065083,Tacoma,Pierce,,,,,,,,,,31.3122634887695,15.9434795379639,29.0335063934326
2123,150531386,47.2604,-122.4562,Tacoma,Pierce,,,,,,,,,,31.4038600921631,17.4631328582764,30.1070499420166
2124,150531446,47.257125,-122.46788,Tacoma,Pierce,,,,,,,,,,30.8961906433105,16.4770736694336,30.1414165496826
2125,150531581,47.2601966667,-122.4566333333,Tacoma,Pierce,,,,,,,,,,31.3890800476074,17.3951625823975,30.026065826416
2126,150533949,47.259845,-122.4586633333,Tacoma,Pierce,,,,,,,,,,31.4145641326904,17.2232303619385,29.2717208862305
2127,150534212,47.26088,-122.4583133333,Tacoma,Pierce,,,,,,,,,,31.4694957733154,17.2340698242188,29.3992137908936
2128,150534458,47.2626,-122.4631283333,Tacoma,Pierce,,,,,,,,,,31.2225704193115,16.5359535217285,29.0217475891113
2129,150534804,47.2619033333,-122.4655916667,Tacoma,Pierce,,,,,,,,,,31.0037059783936,16.0309791564941,28.9257965087891
2130,150534907,47.2598716667,-122.46765,Tacoma,Pierce,,,,,,,,,,30.2663669586182,16.0812740325928,28.7121601104736
2131,150535234,47.2588616667,-122.4661716667,Tacoma,Pierce,,,,,,,,,,30.2889175415039,16.4507694244385,29.0071659088135
2132,150678701,47.1914381091,-122.4247279179,Tacoma,Pierce,,,,,,,,,,31.5055141448975,16.3074626922607,27.7945175170898
2133,150683223,47.2069020884,-122.4365959727,Tacoma,Pierce,,,,,,,,,,31.7251930236816,17.2020225524902,28.8170070648193
2134,150685745,47.2257843537,-122.4375042169,Tacoma,Pierce,,,,,,,,,,31.7318267822266,16.7217330932617,29.0681667327881
2135,150857222,47.0557772687,-122.964839885,,Thurston,,,,,,,,,,,,
2136,150858089,47.0557772687,-122.964839885,,Thurston,,,,,,,,,,,,
2137,150858920,47.0557772687,-122.964839885,,Thurston,,,,,,,,,,,,
2138,150876742,47.2640041728,-122.4816268288,Tacoma,Pierce,,,,,,,,,,31.4004192352295,16.2513599395752,29.3044357299805
2139,151147793,47.1952672927,-122.4244641355,Tacoma,Pierce,,,,,,,,,,32.2329368591309,16.3403434753418,29.2667560577393
2140,151147953,47.1952875116,-122.4243615297,Tacoma,Pierce,,,,,,,,,,32.2177658081055,16.3565940856934,29.2508926391602
2141,151151105,47.2116568845,-122.4302083452,Tacoma,Pierce,,,,,,,,,,31.9808559417725,16.5837535858154,28.7420101165771
2142,151406132,45.51828552,-122.71640683,Portland,Multnomah,,,,,,,27.6214179992676,15.7031126022339,27.4601898193359,,,
2143,151417214,47.1976499801,-122.441716756,Tacoma,Pierce,,,,,,,,,,31.6795806884766,16.8240127563477,28.0397891998291
2144,151417357,47.1976167839,-122.4416910781,Tacoma,Pierce,,,,,,,,,,31.6795806884766,16.8240127563477,28.0397891998291
2145,151418507,47.201888764,-122.4413360295,Tacoma,Pierce,,,,,,,,,,31.596622467041,17.0849609375,27.7053966522217
2146,151419198,47.2053527525,-122.4423051652,Tacoma,Pierce,,,,,,,,,,31.8218307495117,16.6929206848145,30.7989139556885
2147,151644155,47.1924501848,-122.4154871653,Tacoma,Pierce,,,,,,,,,,32.6965827941895,16.5688362121582,29.6739330291748
2148,151644600,47.1923825946,-122.4154397172,Tacoma,Pierce,,,,,,,,,,32.7816581726074,16.5799160003662,29.6885070800781
2149,151644904,47.1923039588,-122.4150513045,Tacoma,Pierce,,,,,,,,,,32.6174087524414,16.4892139434814,29.726053237915
2150,151645080,47.192297292,-122.4150218174,Tacoma,Pierce,,,,,,,,,,32.7802581787109,16.4973430633545,29.7498226165771
2151,151647329,47.2004466434,-122.413561595,Tacoma,Pierce,,,,,,,,,,32.4883651733398,15.3741102218628,29.8342571258545
2152,151647796,47.1999414,-122.4107472,Tacoma,Pierce,,,,,,,,,,32.0448913574219,16.5243663787842,28.9432201385498
2153,151650727,47.2117530945,-122.4178455896,Tacoma,Pierce,,,,,,,,,,32.8061294555664,15.8159170150757,29.4245166778564
2154,151652276,47.2154750037,-122.4220256968,Tacoma,Pierce,,,,,,,,,,31.98876953125,16.476936340332,29.2263164520264
2155,151960783,47.2048034909,-122.4327424308,Tacoma,Pierce,,,,,,,,,,31.7621669769287,16.956470489502,27.5001468658447
2156,151961576,47.2076647,-122.4327831,Tacoma,Pierce,,,,,,,,,,32.0956268310547,17.0576038360596,28.0287494659424
2157,151976820,47.612112578,-121.9908315693,,King,90.6467590332031,54.9396781921387,80.2500076293945,,,,,,,,,
2158,152285812,47.195743694,-122.4308933745,Tacoma,Pierce,,,,,,,,,,31.7669105529785,16.195463180542,28.976993560791
2159,152287763,47.1958567499,-122.4426497028,Tacoma,Pierce,,,,,,,,,,31.6297760009766,16.6656436920166,28.4346675872803
2160,152288065,47.1961439117,-122.442559254,Tacoma,Pierce,,,,,,,,,,31.7198696136475,16.6969871520996,28.4095058441162
2161,152288775,47.196200295,-122.4424560071,Tacoma,Pierce,,,,,,,,,,31.7087860107422,16.7033290863037,28.3806457519531
2162,152290677,47.2047078042,-122.4425593788,Tacoma,Pierce,,,,,,,,,,32.2022171020508,16.7389297485352,29.9477672576904
2163,152293387,47.2195754468,-122.4427420521,Tacoma,Pierce,,,,,,,,,,31.5518970489502,16.7014942169189,28.7348175048828
2164,152402748,47.22797621,-122.443342373,Tacoma,Pierce,,,,,,,,,,31.9602661132812,16.8915328979492,28.9625873565674
2165,152403147,47.2277877987,-122.4433769784,Tacoma,Pierce,,,,,,,,,,31.9969329833984,16.8790130615234,29.0583229064941
2166,152403423,47.2276307928,-122.4439156448,Tacoma,Pierce,,,,,,,,,,32.0692672729492,16.8810997009277,29.1130027770996
2167,152403714,47.2275302785,-122.4439208395,Tacoma,Pierce,,,,,,,,,,32.0507583618164,16.8673057556152,29.2548007965088
2168,152404066,47.2266703083,-122.4437388709,Tacoma,Pierce,,,,,,,,,,31.9439659118652,16.8627166748047,29.427562713623
2169,152405067,47.2264655289,-122.4438509428,Tacoma,Pierce,,,,,,,,,,31.9454727172852,16.8628425598145,29.4784126281738
2170,152405443,47.2265395969,-122.4445017906,Tacoma,Pierce,,,,,,,,,,31.9771728515625,16.8831996917725,29.3445529937744
2171,152406095,47.226386014,-122.4437067096,Tacoma,Pierce,,,,,,,,,,31.9450340270996,16.8544960021973,29.4955196380615
2172,152406376,47.2261677589,-122.4436991168,Tacoma,Pierce,,,,,,,,,,31.8910961151123,16.871603012085,29.5732498168945
2173,152406861,47.2258178837,-122.4435150697,Tacoma,Pierce,,,,,,,,,,31.8001098632812,16.8535308837891,29.5289707183838
2174,152407252,47.2257418977,-122.4433284085,Tacoma,Pierce,,,,,,,,,,31.7667026519775,16.863733291626,29.3400096893311
2175,152407722,47.2255739,-122.444789,Tacoma,Pierce,,,,,,,,,,31.8190097808838,16.9076957702637,29.3682441711426
2176,152411151,47.2255271,-122.440608,Tacoma,Pierce,,,,,,,,,,31.8440227508545,17.0049667358398,29.1997528076172
2177,152411568,47.2255298335,-122.4410555718,Tacoma,Pierce,,,,,,,,,,31.7905673980713,17.0007591247559,29.243932723999
2178,152412356,47.2247793254,-122.4427215096,Tacoma,Pierce,,,,,,,,,,31.7837257385254,16.9093132019043,29.2269725799561
2179,152412648,47.2249552716,-122.4428915481,Tacoma,Pierce,,,,,,,,,,31.7479496002197,16.900806427002,29.173807144165
2180,152413430,47.2249976459,-122.4428965317,Tacoma,Pierce,,,,,,,,,,31.7479496002197,16.900806427002,29.173807144165
2181,152413739,47.2250054669,-122.4429975328,Tacoma,Pierce,,,,,,,,,,31.7686767578125,16.8964939117432,29.1654472351074
2182,152414140,47.224904817,-122.4430732722,Tacoma,Pierce,,,,,,,,,,31.7779026031494,16.9029674530029,29.2016792297363
2183,152414526,47.2253243231,-122.4432191928,Tacoma,Pierce,,,,,,,,,,31.7433624267578,16.8697490692139,29.2814025878906
2184,152467472,49.8254694444,-119.3660833333,,Central Okanagan,,,,,,,,,,,,
2185,152538331,47.1983077578,-122.4345891922,Tacoma,Pierce,,,,,,,,,,31.8856830596924,16.9806709289551,27.4096374511719
2186,152538987,47.2002686055,-122.4359941786,Tacoma,Pierce,,,,,,,,,,31.7510166168213,16.925350189209,27.4814167022705
2187,153220632,47.2310207396,-122.4217249417,Tacoma,Pierce,,,,,,,,,,32.8855972290039,17.0611228942871,29.4102230072021
2188,153221584,47.230396624,-122.4230501523,Tacoma,Pierce,,,,,,,,,,32.4465713500977,16.9337940216064,29.23854637146
2189,153222251,47.2304046,-122.4258016,Tacoma,Pierce,,,,,,,,,,31.7566432952881,16.7659931182861,29.6635704040527
2190,153222392,47.2301410777,-122.425454912,Tacoma,Pierce,,,,,,,,,,31.6584568023682,16.7356395721436,29.7292671203613
2191,153222758,47.2301707712,-122.425495647,Tacoma,Pierce,,,,,,,,,,31.734884262085,16.7243003845215,29.7161140441895
2192,153222992,47.2302291736,-122.4255379556,Tacoma,Pierce,,,,,,,,,,31.734884262085,16.7243003845215,29.7161140441895
2193,153223387,47.2304460897,-122.4255410656,Tacoma,Pierce,,,,,,,,,,31.7176303863525,16.752384185791,29.6805934906006
2194,153347785,47.6522286993,-122.1874104245,,King,89.1178436279297,58.5917549133301,84.8333435058594,,,,,,,,,
2195,153475795,47.1971639221,-122.4103522042,Tacoma,Pierce,,,,,,,,,,32.3822975158691,15.7631196975708,29.3274536132812
2196,153476456,47.1971949991,-122.4129599488,Tacoma,Pierce,,,,,,,,,,32.6202507019043,14.7951831817627,29.8604030609131
2197,153476761,47.1971452233,-122.4125838405,Tacoma,Pierce,,,,,,,,,,32.7060813903809,14.7066297531128,29.8340396881104
2198,153480242,47.2080019396,-122.4106934689,Tacoma,Pierce,,,,,,,,,,32.7279663085938,15.852689743042,29.0323028564453
2199,153484975,47.2249512682,-122.4162607667,Tacoma,Pierce,,,,,,,,,,33.2069091796875,16.5238342285156,28.7679862976074
2200,153485044,47.224949397,-122.4162990493,Tacoma,Pierce,,,,,,,,,,33.2014617919922,16.505443572998,28.8304767608643
2201,153485213,47.224973193,-122.4162890057,Tacoma,Pierce,,,,,,,,,,33.1820793151855,16.5246734619141,28.7841033935547
2202,153848029,47.2296285499,-122.4157026502,Tacoma,Pierce,,,,,,,,,,33.2946243286133,16.7820930480957,28.640604019165
2203,153848945,47.228857502,-122.4168827153,Tacoma,Pierce,,,,,,,,,,33.1650886535645,16.854419708252,28.5839500427246
2204,154029927,45.5923616667,-122.418595,,Clark,,,,,,,,,,,,
2205,154179313,47.2233159352,-122.418601495,Tacoma,Pierce,,,,,,,,,,33.2675552368164,16.4757404327393,29.4295291900635
2206,154180485,47.2236514478,-122.4152958516,Tacoma,Pierce,,,,,,,,,,33.2099418640137,16.3786773681641,28.810546875
2207,154183734,47.224465123,-122.4175616515,Tacoma,Pierce,,,,,,,,,,33.1764450073242,16.480525970459,29.0721302032471
2208,154191005,47.2281199093,-122.4257165816,Tacoma,Pierce,,,,,,,,,,31.7742004394531,16.6774139404297,29.3548374176025
2209,154191056,47.2285913105,-122.4255212205,Tacoma,Pierce,,,,,,,,,,31.8437633514404,16.6971530914307,29.4153499603271
2210,154191124,47.2285538494,-122.4256405992,Tacoma,Pierce,,,,,,,,,,31.901782989502,16.7086772918701,29.3446140289307
2211,154191682,47.2289674393,-122.4263357423,Tacoma,Pierce,,,,,,,,,,32.0086250305176,16.7765865325928,29.1385135650635
2212,154192143,47.2293161933,-122.4243246845,Tacoma,Pierce,,,,,,,,,,31.8402309417725,16.785270690918,29.3751525878906
2213,154193842,47.2319197739,-122.4241644847,Tacoma,Pierce,,,,,,,,,,32.9556655883789,16.6555671691895,29.4301204681396
2214,154329053,47.2364712412,-122.4183380502,Tacoma,Pierce,,,,,,,,,,33.1115417480469,16.6584606170654,28.3863334655762
2215,154330583,47.2343042577,-122.4188574457,Tacoma,Pierce,,,,,,,,,,32.0494003295898,16.7349891662598,28.6096668243408
2216,154332912,47.2325996382,-122.4160342377,Tacoma,Pierce,,,,,,,,,,32.3588371276855,16.930606842041,28.6010208129883
2217,154333542,47.2322586451,-122.4180959662,Tacoma,Pierce,,,,,,,,,,32.3294830322266,16.871467590332,29.0472469329834
2218,154333847,47.2320918,-122.4186977,Tacoma,Pierce,,,,,,,,,,32.3777542114258,16.8767337799072,28.9838104248047
2219,154334667,47.2334144,-122.4209225,Tacoma,Pierce,,,,,,,,,,32.1860466003418,16.5103397369385,29.1620674133301
2220,154334878,47.2332976168,-122.4210304348,Tacoma,Pierce,,,,,,,,,,32.187328338623,16.4621257781982,29.1301708221436
2221,154335034,47.2333201472,-122.4208297814,Tacoma,Pierce,,,,,,,,,,32.1590614318848,16.5163631439209,29.1081275939941
2222,154336268,47.2308486095,-122.4183627556,Tacoma,Pierce,,,,,,,,,,33.0094528198242,17.1626396179199,28.7317237854004
2223,154336890,47.2310919653,-122.4153227793,Tacoma,Pierce,,,,,,,,,,33.0168533325195,17.2916526794434,28.4813537597656
2224,154339533,47.2292104001,-122.4198953011,Tacoma,Pierce,,,,,,,,,,33.0300941467285,16.8640594482422,28.7777862548828
2225,154340004,47.2290795343,-122.4190076559,Tacoma,Pierce,,,,,,,,,,32.8445701599121,16.7023830413818,28.431640625
2226,154514582,47.2616886275,-122.4798422787,Tacoma,Pierce,,,,,,,,,,31.2752494812012,16.5568733215332,29.5905342102051
2227,154592828,47.1986964068,-122.408472871,Tacoma,Pierce,,,,,,,,,,32.7312164306641,16.7611675262451,27.9429931640625
2228,154593173,47.1987456953,-122.4084407917,Tacoma,Pierce,,,,,,,,,,32.7228584289551,16.7631130218506,27.9273529052734
2229,154596386,47.2058194119,-122.4077536479,Tacoma,Pierce,,,,,,,,,,32.8207969665527,16.8218803405762,27.7387008666992
2230,154603688,47.2299207971,-122.4090206404,Tacoma,Pierce,,,,,,,,,,32.977180480957,16.9105739593506,29.2655868530273
2231,154603898,47.2298571932,-122.4089373096,Tacoma,Pierce,,,,,,,,,,32.9677314758301,16.9953441619873,29.3491592407227
2232,155706492,49.8795456045,-119.421342127,,Central Okanagan,,,,,,,,,,,,
2233,155707461,49.8798908525,-119.4220106676,,Central Okanagan,,,,,,,,,,,,
2234,155707943,49.8798884759,-119.4222651422,,Central Okanagan,,,,,,,,,,,,
2235,155708243,49.8793200469,-119.4238369167,,Central Okanagan,,,,,,,,,,,,
2236,155708349,49.8799859141,-119.4193388522,,Central Okanagan,,,,,,,,,,,,
2237,155708628,49.8799115932,-119.4220646471,,Central Okanagan,,,,,,,,,,,,
2238,155708828,49.8793660659,-119.423612617,,Central Okanagan,,,,,,,,,,,,
2239,155708970,49.8793185346,-119.4245922938,,Central Okanagan,,,,,,,,,,,,
2240,155799182,46.9232966667,-122.2842716667,,Pierce,,,,,,,,,,,,
2241,156604423,47.0505618676,-122.7915538344,,Thurston,,,,,,,,,,,,
